198216820	112394
198216820	16595797
198216820	27520382
198216820	34382581
198216820	37863670
198216820	50933461
198216820	54810159
198216820	55419083
198216820	73234759
198216820	75021088
198216820	76680811
198216820	95814448
198216820	97003391
198216820	97392494
198216820	106421548
198216820	115463996
198216820	119507008
198216820	123481178
198216820	127745010
198216820	134035004
198216820	136566219
198216820	136835209
198216820	136839546
198216820	139386959
198216820	143978025
198216820	144775573
198216820	144872061
198216820	146450741
198216820	147400105
198216820	150078285
198216820	150650454
198216820	150820042
198216820	151832476
198216820	152540378
198216820	153690762
198216820	154279619
198216820	154670500
198216820	160438419
198216820	161233346
198216820	162609404
198216820	162775378
198216820	163653101
198216820	165216320
198216820	166174193
198216820	168420440
198216820	168600529
198216820	169080837
198216820	171430124
198216820	172031365
198216820	172978656
198216820	173130849
198216820	173263318
198216820	177022268
198216820	177323690
198216820	177791739
198216820	178584506
198216820	178836763
198216820	178881075
198216820	178941223
198216820	180861191
198216820	182050660
198216820	183689257
198216820	183740797
198216820	183890368
198216820	184375355
198216820	186389708
198216820	188394788
198216820	189009904
198216820	189085726
198216820	190845655
198216820	195273161
198216820	196085241
198216820	196656674
198216820	198927542
198216820	198967920
198216820	199361916
198216820	203033325
198216820	203152797
198216820	205052285
198216820	207227130
198216820	207647975
198216820	208133157
198216820	208963384
198216820	210063765
198216820	211392424
198216820	215501349
198216820	216329208
198216820	220523027
198216820	221663477
198216820	221880039
198216820	223675934
198216820	224609664
198216820	224754288
198216820	226618754
198216820	226806017
198216820	228046754
198216820	238371635
198216820	239100775
198216820	244827757
198216820	245932547
198216820	245998620
198216820	246983438
198216820	253647021
198216820	264116618
198216820	268862706
198216820	276142639
198216820	278322561
198216820	283223673
198216820	287006249
198216820	287424328
198216820	297576908
198216820	298503341
198216820	306787585
198216820	317652433
198216820	325966971
198216820	326639324
198216820	334908724
198216820	336439903
198216820	339147299
198216820	343410091
198216820	348542517
198216820	351868963
198216820	354743400
198216820	355632346
198216820	357459379
198216820	379263618
198216820	386858089
198216820	389667883
198216820	416513354
198216820	432487613
198216820	440007700
198216820	460310777
198216820	471584432
198216820	476926574
198216820	511002643
198216820	520979903
198216820	551766246
198216820	556145507
198216820	594210951
198216820	613155980
198216820	765123549
198216820	851813116
220523027	246378
220523027	823179
220523027	1298683
220523027	1637557
220523027	2133483
220523027	4250608
220523027	11222307
220523027	16159696
220523027	45695473
220523027	60225019
220523027	62861860
220523027	78846991
220523027	87412692
220523027	93093986
220523027	96377199
220523027	100868335
220523027	115272030
220523027	126768434
220523027	127059914
220523027	128813496
220523027	131845875
220523027	132930893
220523027	144053796
220523027	151314346
220523027	154098880
220523027	154313653
220523027	155805301
220523027	157923535
220523027	159967870
220523027	161879018
220523027	166695437
220523027	168420440
220523027	168584877
220523027	172989760
220523027	176241400
220523027	176876328
220523027	181570652
220523027	183797874
220523027	184831938
220523027	186933525
220523027	192747102
220523027	198216820
220523027	199454795
220523027	207227130
220523027	207915893
220523027	214253129
220523027	216091631
220523027	219440230
220523027	222345478
220523027	222886863
220523027	228486895
220523027	228965894
220523027	229013863
220523027	230419784
220523027	231534722
220523027	236176849
220523027	239268146
220523027	241922285
220523027	245643850
220523027	269598371
220523027	287683980
220523027	300046087
220523027	300046244
220523027	303669626
220523027	308728936
220523027	315153658
220523027	320671844
220523027	321218159
220523027	342763571
220523027	342932691
220523027	355632346
220523027	410887028
220523027	414517334
220523027	459574170
220523027	559696660
220523027	559756135
220523027	593488686
220523027	711398942
